type,t,p,v
current,148,8358,85
current,149,8442,84
newpath,150,8525,83
current,150,8525,83
newpath,151,8607,82
current,151,8607,82
newpath,152,8688,81
current,152,8688,81
deadend,152,8688,-
current,151,8607,82
current,152,8689,82
deadend,152,8689,-
current,151,8607,82
deadend,151,8607,-
current,150,8525,83
current,151,8608,83
deadend,151,8608,-
current,150,8525,83
deadend,150,8525,-
current,149,8442,84
current,150,8526,84
deadend,150,8526,-
current,149,8442,84
deadend,149,8442,-
current,148,8358,85
deadend,148,8358,-
current,147,8273,86
current,148,8359,86
deadend,148,8359,-
current,147,8273,86
deadend,147,8273,-
current,146,8187,87
current,147,8274,87
deadend,147,8274,-
current,146,8187,87
deadend,146,8187,-
current,145,8100,88
current,146,8188,88
deadend,146,8188,-
current,145,8100,88
deadend,145,8100,-
current,144,8012,89
current,145,8101,89
deadend,145,8101,-
current,144,8012,89
deadend,144,8012,-
current,143,7923,90
current,144,8013,90
deadend,144,8013,-
current,143,7923,90
deadend,143,7923,-
current,142,7833,91
current,143,7924,91
deadend,143,7924,-
current,142,7833,91
deadend,142,7833,-
current,141,7742,92
current,142,7834,92
deadend,142,7834,-
current,141,7742,92
deadend,141,7742,-
current,140,7650,93
current,141,7743,93
deadend,141,7743,-
current,140,7650,93
deadend,140,7650,-
current,139,7557,94
current,140,7651,94
deadend,140,7651,-
current,139,7557,94
deadend,139,7557,-
current,138,7463,95
current,139,7558,95
deadend,139,7558,-
current,138,7463,95
deadend,138,7463,-
current,137,7368,96
current,138,7464,96
deadend,138,7464,-
current,137,7368,96
deadend,137,7368,-
current,136,7272,96
newpath,137,7367,95
current,137,7367,95
newpath,138,7461,94
current,138,7461,94
newpath,139,7555,94
current,139,7555,94
newpath,140,7648,93
current,140,7648,93
newpath,141,7740,92
current,141,7740,92
newpath,142,7831,91
current,142,7831,91
newpath,143,7921,90
current,143,7921,90
newpath,144,8010,89
current,144,8010,89
newpath,145,8098,88
current,145,8098,88
newpath,146,8185,87
current,146,8185,87
newpath,147,8271,86
current,147,8271,86
newpath,148,8356,85
current,148,8356,85
newpath,149,8440,84
current,149,8440,84
newpath,150,8523,83
current,150,8523,83
newpath,151,8605,82
current,151,8605,82
newpath,152,8686,81
current,152,8686,81
deadend,152,8686,-
current,151,8605,82
current,152,8687,82
deadend,152,8687,-
current,151,8605,82
deadend,151,8605,-
current,150,8523,83
current,151,8606,83
deadend,151,8606,-
current,150,8523,83
deadend,150,8523,-
current,149,8440,84
current,150,8524,84
deadend,150,8524,-
current,149,8440,84
deadend,149,8440,-
current,148,8356,85
current,149,8441,85
deadend,149,8441,-
current,148,8356,85
deadend,148,8356,-
current,147,8271,86
current,148,8357,86
deadend,148,8357,-
current,147,8271,86
deadend,147,8271,-
current,146,8185,87
current,147,8272,87
deadend,147,8272,-
current,146,8185,87
deadend,146,8185,-
current,145,8098,88
current,146,8186,88
deadend,146,8186,-
current,145,8098,88
deadend,145,8098,-
current,144,8010,89
current,145,8099,89
deadend,145,8099,-
current,144,8010,89
deadend,144,8010,-
current,143,7921,90
current,144,8011,90
deadend,144,8011,-
current,143,7921,90
deadend,143,7921,-
current,142,7831,91
current,143,7922,91
deadend,143,7922,-
current,142,7831,91
deadend,142,7831,-
current,141,7740,92
current,142,7832,92
deadend,142,7832,-
current,141,7740,92
deadend,141,7740,-
current,140,7648,93
current,141,7741,93
deadend,141,7741,-
current,140,7648,93
deadend,140,7648,-
current,139,7555,94
current,140,7649,94
deadend,140,7649,-
current,139,7555,94
deadend,139,7555,-
current,138,7461,94
newpath,139,7554,93
current,139,7554,93
newpath,140,7646,92
current,140,7646,92
newpath,141,7738,92
current,141,7738,92
newpath,142,7829,91
current,142,7829,91
newpath,143,7919,90
current,143,7919,90
newpath,144,8008,89
current,144,8008,89
newpath,145,8096,88
current,145,8096,88
newpath,146,8183,87
current,146,8183,87
newpath,147,8269,86
current,147,8269,86
newpath,148,8354,85
current,148,8354,85
newpath,149,8438,84
current,149,8438,84
newpath,150,8521,83
current,150,8521,83
newpath,151,8603,82
current,151,8603,82
newpath,152,8684,81
current,152,8684,81
deadend,152,8684,-
current,151,8603,82
current,152,8685,82
deadend,152,8685,-
current,151,8603,82
deadend,151,8603,-
current,150,8521,83
current,151,8604,83
deadend,151,8604,-
current,150,8521,83
deadend,150,8521,-
current,149,8438,84
current,150,8522,84
deadend,150,8522,-
current,149,8438,84
deadend,149,8438,-
current,148,8354,85
current,149,8439,85
deadend,149,8439,-
current,148,8354,85
deadend,148,8354,-
current,147,8269,86
current,148,8355,86
deadend,148,8355,-
current,147,8269,86
deadend,147,8269,-
current,146,8183,87
current,147,8270,87
deadend,147,8270,-
current,146,8183,87
deadend,146,8183,-
current,145,8096,88
current,146,8184,88
deadend,146,8184,-
current,145,8096,88
deadend,145,8096,-
current,144,8008,89
current,145,8097,89
deadend,145,8097,-
current,144,8008,89
deadend,144,8008,-
current,143,7919,90
current,144,8009,90
deadend,144,8009,-
current,143,7919,90
deadend,143,7919,-
current,142,7829,91
current,143,7920,91
deadend,143,7920,-
current,142,7829,91
deadend,142,7829,-
current,141,7738,92
current,142,7830,92
deadend,142,7830,-
current,141,7738,92
deadend,141,7738,-
current,140,7646,92
newpath,141,7737,91
current,141,7737,91
newpath,142,7827,90
current,142,7827,90
newpath,143,7917,90
current,143,7917,90
newpath,144,8006,89
current,144,8006,89
newpath,145,8094,88
current,145,8094,88
newpath,146,8181,87
current,146,8181,87
newpath,147,8267,86
current,147,8267,86
newpath,148,8352,85
current,148,8352,85
newpath,149,8436,84
current,149,8436,84
newpath,150,8519,83
current,150,8519,83
newpath,151,8601,82
current,151,8601,82
newpath,152,8682,81
current,152,8682,81
deadend,152,8682,-
current,151,8601,82
current,152,8683,82
deadend,152,8683,-
current,151,8601,82
deadend,151,8601,-
current,150,8519,83
current,151,8602,83
deadend,151,8602,-
current,150,8519,83
deadend,150,8519,-
current,149,8436,84
current,150,8520,84
deadend,150,8520,-
current,149,8436,84
deadend,149,8436,-
current,148,8352,85
current,149,8437,85
deadend,149,8437,-
current,148,8352,85
deadend,148,8352,-
current,147,8267,86
current,148,8353,86
deadend,148,8353,-
current,147,8267,86
deadend,147,8267,-
current,146,8181,87
current,147,8268,87
deadend,147,8268,-
current,146,8181,87
deadend,146,8181,-
current,145,8094,88
current,146,8182,88
deadend,146,8182,-
current,145,8094,88
deadend,145,8094,-
current,144,8006,89
current,145,8095,89
deadend,145,8095,-
current,144,8006,89
deadend,144,8006,-
current,143,7917,90
current,144,8007,90
deadend,144,8007,-
current,143,7917,90
deadend,143,7917,-
current,142,7827,90
newpath,143,7916,89
current,143,7916,89
newpath,144,8004,88
current,144,8004,88
newpath,145,8092,88
current,145,8092,88
newpath,146,8179,87
current,146,8179,87
newpath,147,8265,86
current,147,8265,86
newpath,148,8350,85
current,148,8350,85
newpath,149,8434,84
current,149,8434,84
newpath,150,8517,83
current,150,8517,83
newpath,151,8599,82
current,151,8599,82
newpath,152,8680,81
current,152,8680,81
deadend,152,8680,-
current,151,8599,82
current,152,8681,82
deadend,152,8681,-
current,151,8599,82
deadend,151,8599,-
current,150,8517,83
current,151,8600,83
deadend,151,8600,-
current,150,8517,83
deadend,150,8517,-
current,149,8434,84
current,150,8518,84
deadend,150,8518,-
current,149,8434,84
deadend,149,8434,-
current,148,8350,85
current,149,8435,85
deadend,149,8435,-
current,148,8350,85
deadend,148,8350,-
current,147,8265,86
current,148,8351,86
deadend,148,8351,-
current,147,8265,86
deadend,147,8265,-
current,146,8179,87
current,147,8266,87
deadend,147,8266,-
current,146,8179,87
deadend,146,8179,-
current,145,8092,88
current,146,8180,88
deadend,146,8180,-
current,145,8092,88
deadend,145,8092,-
current,144,8004,88
newpath,145,8091,87
current,145,8091,87
newpath,146,8177,86
current,146,8177,86
newpath,147,8263,86
current,147,8263,86
newpath,148,8348,85
current,148,8348,85
newpath,149,8432,84
current,149,8432,84
newpath,150,8515,83
current,150,8515,83
newpath,151,8597,82
current,151,8597,82
newpath,152,8678,81
current,152,8678,81
deadend,152,8678,-
current,151,8597,82
current,152,8679,82
deadend,152,8679,-
current,151,8597,82
deadend,151,8597,-
current,150,8515,83
current,151,8598,83
deadend,151,8598,-
current,150,8515,83
deadend,150,8515,-
current,149,8432,84
current,150,8516,84
deadend,150,8516,-
current,149,8432,84
deadend,149,8432,-
current,148,8348,85
current,149,8433,85
deadend,149,8433,-
current,148,8348,85
deadend,148,8348,-
current,147,8263,86
current,148,8349,86
deadend,148,8349,-
current,147,8263,86
deadend,147,8263,-
current,146,8177,86
newpath,147,8262,85
current,147,8262,85
newpath,148,8346,84
current,148,8346,84
newpath,149,8430,84
current,149,8430,84
newpath,150,8513,83
current,150,8513,83
newpath,151,8595,82
current,151,8595,82
newpath,152,8676,81
current,152,8676,81
deadend,152,8676,-
current,151,8595,82
current,152,8677,82
deadend,152,8677,-
current,151,8595,82
deadend,151,8595,-
current,150,8513,83
current,151,8596,83
deadend,151,8596,-
current,150,8513,83
deadend,150,8513,-
current,149,8430,84
current,150,8514,84
deadend,150,8514,-
current,149,8430,84
deadend,149,8430,-
current,148,8346,84
newpath,149,8429,83
current,149,8429,83
newpath,150,8511,82
current,150,8511,82
newpath,151,8593,82
current,151,8593,82
newpath,152,8674,81
current,152,8674,81
deadend,152,8674,-
current,151,8593,82
current,152,8675,82
deadend,152,8675,-
current,151,8593,82
deadend,151,8593,-
current,150,8511,82
newpath,151,8592,81
current,151,8592,81
newpath,152,8672,80
current,152,8672,80
deadend,152,8672,-
current,151,8592,81
current,152,8673,81
deadend,152,8673,-
current,151,8592,81
deadend,151,8592,-
current,150,8511,82
current,151,8594,83
deadend,151,8594,-
current,150,8511,82
deadend,150,8511,-
current,149,8429,83
current,150,8512,83
deadend,150,8512,-
current,149,8429,83
deadend,149,8429,-
current,148,8346,84
current,149,8431,85
deadend,149,8431,-
current,148,8346,84
deadend,148,8346,-
current,147,8262,85
current,148,8347,85
deadend,148,8347,-
current,147,8262,85
deadend,147,8262,-
current,146,8177,86
current,147,8264,87
deadend,147,8264,-
current,146,8177,86
deadend,146,8177,-
current,145,8091,87
current,146,8178,87
deadend,146,8178,-
current,145,8091,87
deadend,145,8091,-
current,144,8004,88
current,145,8093,89
deadend,145,8093,-
current,144,8004,88
deadend,144,8004,-
current,143,7916,89
current,144,8005,89
deadend,144,8005,-
current,143,7916,89
deadend,143,7916,-
current,142,7827,90
current,143,7918,91
deadend,143,7918,-
current,142,7827,90
deadend,142,7827,-
current,141,7737,91
current,142,7828,91
deadend,142,7828,-
current,141,7737,91
deadend,141,7737,-
current,140,7646,92
current,141,7739,93
deadend,141,7739,-
current,140,7646,92
deadend,140,7646,-
current,139,7554,93
current,140,7647,93
deadend,140,7647,-
current,139,7554,93
deadend,139,7554,-
current,138,7461,94
current,139,7556,95
deadend,139,7556,-
current,138,7461,94
deadend,138,7461,-
current,137,7367,95
current,138,7462,95
deadend,138,7462,-
current,137,7367,95
deadend,137,7367,-
current,136,7272,96
current,137,7369,97
deadend,137,7369,-
current,136,7272,96
deadend,136,7272,-
current,135,7176,97
current,136,7273,97
deadend,136,7273,-
current,135,7176,97
deadend,135,7176,-
current,134,7079,98
current,135,7178,99
deadend,135,7178,-
current,134,7079,98
deadend,134,7079,-
current,133,6981,99
current,134,7080,99
deadend,134,7080,-
current,133,6981,99
deadend,133,6981,-
current,132,6882,100
current,133,6983,101
newpath,134,7084,101
current,134,7084,101
current,135,7186,102
current,136,7289,103
current,137,7393,104
current,138,7498,105
current,139,7604,106
current,140,7711,107
current,141,7819,108
current,142,7928,109
current,143,8038,110
current,144,8149,111
current,145,8261,112
current,146,8374,113
current,147,8488,114
current,148,8603,115
current,149,8719,116
deadend,149,8719,-
current,148,8603,115
deadend,148,8603,-
current,147,8488,114
deadend,147,8488,-
current,146,8374,113
deadend,146,8374,-
current,145,8261,112
deadend,145,8261,-
current,144,8149,111
deadend,144,8149,-
current,143,8038,110
deadend,143,8038,-
current,142,7928,109
deadend,142,7928,-
current,141,7819,108
deadend,141,7819,-
current,140,7711,107
deadend,140,7711,-
current,139,7604,106
deadend,139,7604,-
current,138,7498,105
deadend,138,7498,-
current,137,7393,104
deadend,137,7393,-
current,136,7289,103
deadend,136,7289,-
current,135,7186,102
deadend,135,7186,-
current,134,7085,102
newpath,135,7187,102
current,135,7187,102
current,136,7290,103
current,137,7394,104
current,138,7499,105
current,139,7605,106
current,140,7712,107
current,141,7820,108
current,142,7929,109
current,143,8039,110
current,144,8150,111
current,145,8262,112
current,146,8375,113
current,147,8489,114
current,148,8604,115
current,149,8720,116
deadend,149,8720,-
current,148,8604,115
deadend,148,8604,-
current,147,8489,114
deadend,147,8489,-
current,146,8375,113
deadend,146,8375,-
current,145,8262,112
deadend,145,8262,-
current,144,8150,111
deadend,144,8150,-
current,143,8039,110
deadend,143,8039,-
current,142,7929,109
deadend,142,7929,-
current,141,7820,108
deadend,141,7820,-
current,140,7712,107
deadend,140,7712,-
current,139,7605,106
deadend,139,7605,-
current,138,7499,105
deadend,138,7499,-
current,137,7394,104
deadend,137,7394,-
current,136,7290,103
deadend,136,7290,-
current,135,7188,103
newpath,136,7291,103
current,136,7291,103
current,137,7395,104
current,138,7500,105
current,139,7606,106
current,140,7713,107
current,141,7821,108
current,142,7930,109
current,143,8040,110
current,144,8151,111
current,145,8263,112
current,146,8376,113
current,147,8490,114
current,148,8605,115
current,149,8721,116
deadend,149,8721,-
current,148,8605,115
deadend,148,8605,-
current,147,8490,114
deadend,147,8490,-
current,146,8376,113
deadend,146,8376,-
current,145,8263,112
deadend,145,8263,-
current,144,8151,111
deadend,144,8151,-
current,143,8040,110
deadend,143,8040,-
current,142,7930,109
deadend,142,7930,-
current,141,7821,108
deadend,141,7821,-
current,140,7713,107
deadend,140,7713,-
current,139,7606,106
deadend,139,7606,-
current,138,7500,105
deadend,138,7500,-
current,137,7395,104
deadend,137,7395,-
current,136,7292,104
newpath,137,7396,104
current,137,7396,104
current,138,7501,105
